id_car,categorie,sous_categorie,nom_francais,description_darija,description_arabe,mots_cles_fr,codes_obd,niveau_gravite,action_recommandee,source,repair_cost_dzd,urgency
157,moteur,engine,Abnormal Engine Noise at High RPM,sout f el moteur f la grande vitesse|el moteur ydoq ki tet7arrak,صوت في المحرك بالسرعة العالية|دق عند التحريك,bruit moteur à régime élevé|claquement accélération|Abnormal Engine Noise at High RPM,P0300,عالي,فحص وإصلاح Abnormal Engine Noise at High RPM — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
158,moteur,engine,Abnormal Engine Noise at High RPM,sout f el moteur f la grande vitesse|el moteur ydoq ki tet7arrak,صوت في المحرك بالسرعة العالية|دق عند التحريك,bruit moteur à régime élevé|claquement accélération|Abnormal Engine Noise at High RPM,P0300,عالي,فحص وإصلاح Abnormal Engine Noise at High RPM — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
159,moteur,engine,Abnormal Engine Noise at High RPM,sout f el moteur f la grande vitesse|el moteur ydoq ki tet7arrak,صوت في المحرك بالسرعة العالية|دق عند التحريك,bruit moteur à régime élevé|claquement accélération|Abnormal Engine Noise at High RPM,P0300,عالي,فحص وإصلاح Abnormal Engine Noise at High RPM — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
160,moteur,engine,Abnormal Engine Noise at High RPM,sout f el moteur f la grande vitesse|el moteur ydoq ki tet7arrak,صوت في المحرك بالسرعة العالية|دق عند التحريك,bruit moteur à régime élevé|claquement accélération|Abnormal Engine Noise at High RPM,P0300,عالي,فحص وإصلاح Abnormal Engine Noise at High RPM — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
161,moteur,engine,Abnormal Engine Noise at High RPM,sout f el moteur f la grande vitesse|el moteur ydoq ki tet7arrak,صوت في المحرك بالسرعة العالية|دق عند التحريك,bruit moteur à régime élevé|claquement accélération|Abnormal Engine Noise at High RPM,P0300,عالي,فحص وإصلاح Abnormal Engine Noise at High RPM — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
162,moteur,engine,Abnormal Engine Noise at High RPM,sout f el moteur f la grande vitesse|el moteur ydoq ki tet7arrak,صوت في المحرك بالسرعة العالية|دق عند التحريك,bruit moteur à régime élevé|claquement accélération|Abnormal Engine Noise at High RPM,P0300,عالي,فحص وإصلاح Abnormal Engine Noise at High RPM — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
163,moteur,engine,Abnormal Engine Noise at High RPM,sout f el moteur f la grande vitesse|el moteur ydoq ki tet7arrak,صوت في المحرك بالسرعة العالية|دق عند التحريك,bruit moteur à régime élevé|claquement accélération|Abnormal Engine Noise at High RPM,P0300,عالي,فحص وإصلاح Abnormal Engine Noise at High RPM — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
164,moteur,engine,Abnormal Engine Noise at High RPM,sout f el moteur f la grande vitesse|el moteur ydoq ki tet7arrak,صوت في المحرك بالسرعة العالية|دق عند التحريك,bruit moteur à régime élevé|claquement accélération|Abnormal Engine Noise at High RPM,P0300,عالي,فحص وإصلاح Abnormal Engine Noise at High RPM — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
165,moteur,engine,Abnormal Engine Noise at High RPM,sout f el moteur f la grande vitesse|el moteur ydoq ki tet7arrak,صوت في المحرك بالسرعة العالية|دق عند التحريك,bruit moteur à régime élevé|claquement accélération|Abnormal Engine Noise at High RPM,P0300,عالي,فحص وإصلاح Abnormal Engine Noise at High RPM — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
166,moteur,engine,Abnormal Engine Noise at High RPM,sout f el moteur f la grande vitesse|el moteur ydoq ki tet7arrak,صوت في المحرك بالسرعة العالية|دق عند التحريك,bruit moteur à régime élevé|claquement accélération|Abnormal Engine Noise at High RPM,P0300,عالي,فحص وإصلاح Abnormal Engine Noise at High RPM — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
167,moteur,engine,Abnormal Engine Noise at High RPM,sout f el moteur f la grande vitesse|el moteur ydoq ki tet7arrak,صوت في المحرك بالسرعة العالية|دق عند التحريك,bruit moteur à régime élevé|claquement accélération|Abnormal Engine Noise at High RPM,P0300,عالي,فحص وإصلاح Abnormal Engine Noise at High RPM — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
168,moteur,engine,Abnormal Engine Noise at High RPM,sout f el moteur f la grande vitesse|el moteur ydoq ki tet7arrak,صوت في المحرك بالسرعة العالية|دق عند التحريك,bruit moteur à régime élevé|claquement accélération|Abnormal Engine Noise at High RPM,P0300,عالي,فحص وإصلاح Abnormal Engine Noise at High RPM — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
169,moteur,engine,Abnormal Engine Noise at High RPM,sout f el moteur f la grande vitesse|el moteur ydoq ki tet7arrak,صوت في المحرك بالسرعة العالية|دق عند التحريك,bruit moteur à régime élevé|claquement accélération|Abnormal Engine Noise at High RPM,P0300,عالي,فحص وإصلاح Abnormal Engine Noise at High RPM — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
170,moteur,engine,Abnormal Engine Noise at High RPM,sout f el moteur f la grande vitesse|el moteur ydoq ki tet7arrak,صوت في المحرك بالسرعة العالية|دق عند التحريك,bruit moteur à régime élevé|claquement accélération|Abnormal Engine Noise at High RPM,P0300,عالي,فحص وإصلاح Abnormal Engine Noise at High RPM — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
171,moteur,engine,Abnormal Engine Noise at High RPM,sout f el moteur f la grande vitesse|el moteur ydoq ki tet7arrak,صوت في المحرك بالسرعة العالية|دق عند التحريك,bruit moteur à régime élevé|claquement accélération|Abnormal Engine Noise at High RPM,P0300,عالي,فحص وإصلاح Abnormal Engine Noise at High RPM — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
172,moteur,engine,Abnormal Engine Noise at High RPM,sout f el moteur f la grande vitesse|el moteur ydoq ki tet7arrak,صوت في المحرك بالسرعة العالية|دق عند التحريك,bruit moteur à régime élevé|claquement accélération|Abnormal Engine Noise at High RPM,P0300,عالي,فحص وإصلاح Abnormal Engine Noise at High RPM — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
173,moteur,engine,Abnormal Engine Noise at High RPM,sout f el moteur f la grande vitesse|el moteur ydoq ki tet7arrak,صوت في المحرك بالسرعة العالية|دق عند التحريك,bruit moteur à régime élevé|claquement accélération|Abnormal Engine Noise at High RPM,P0300,عالي,فحص وإصلاح Abnormal Engine Noise at High RPM — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
174,moteur,engine,Abnormal Engine Noise at High RPM,sout f el moteur f la grande vitesse|el moteur ydoq ki tet7arrak,صوت في المحرك بالسرعة العالية|دق عند التحريك,bruit moteur à régime élevé|claquement accélération|Abnormal Engine Noise at High RPM,P0300,عالي,فحص وإصلاح Abnormal Engine Noise at High RPM — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
175,moteur,engine,Abnormal Engine Noise at High RPM,sout f el moteur f la grande vitesse|el moteur ydoq ki tet7arrak,صوت في المحرك بالسرعة العالية|دق عند التحريك,bruit moteur à régime élevé|claquement accélération|Abnormal Engine Noise at High RPM,P0300,عالي,فحص وإصلاح Abnormal Engine Noise at High RPM — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
176,moteur,engine,Engine Runs Rough After Rain,el moteur mashi mlih ba3d el matar|rdua ba3d el matar,المحرك لا يعمل جيداً بعد المطر|اهتزاز بعد المطر,moteur irrégulier après pluie|vibration après pluie|Engine Runs Rough After Rain,P0300,متوسط,فحص وإصلاح Engine Runs Rough After Rain — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
177,moteur,engine,Engine Runs Rough After Rain,el moteur mashi mlih ba3d el matar|rdua ba3d el matar,المحرك لا يعمل جيداً بعد المطر|اهتزاز بعد المطر,moteur irrégulier après pluie|vibration après pluie|Engine Runs Rough After Rain,P0300,متوسط,فحص وإصلاح Engine Runs Rough After Rain — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
178,moteur,engine,Engine Runs Rough After Rain,el moteur mashi mlih ba3d el matar|rdua ba3d el matar,المحرك لا يعمل جيداً بعد المطر|اهتزاز بعد المطر,moteur irrégulier après pluie|vibration après pluie|Engine Runs Rough After Rain,P0300,متوسط,فحص وإصلاح Engine Runs Rough After Rain — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
179,moteur,engine,Engine Runs Rough After Rain,el moteur mashi mlih ba3d el matar|rdua ba3d el matar,المحرك لا يعمل جيداً بعد المطر|اهتزاز بعد المطر,moteur irrégulier après pluie|vibration après pluie|Engine Runs Rough After Rain,P0300,متوسط,فحص وإصلاح Engine Runs Rough After Rain — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
180,moteur,engine,Engine Runs Rough After Rain,el moteur mashi mlih ba3d el matar|rdua ba3d el matar,المحرك لا يعمل جيداً بعد المطر|اهتزاز بعد المطر,moteur irrégulier après pluie|vibration après pluie|Engine Runs Rough After Rain,P0300,متوسط,فحص وإصلاح Engine Runs Rough After Rain — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
181,moteur,engine,Engine Runs Rough After Rain,el moteur mashi mlih ba3d el matar|rdua ba3d el matar,المحرك لا يعمل جيداً بعد المطر|اهتزاز بعد المطر,moteur irrégulier après pluie|vibration après pluie|Engine Runs Rough After Rain,P0300,متوسط,فحص وإصلاح Engine Runs Rough After Rain — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
182,moteur,engine,Engine Runs Rough After Rain,el moteur mashi mlih ba3d el matar|rdua ba3d el matar,المحرك لا يعمل جيداً بعد المطر|اهتزاز بعد المطر,moteur irrégulier après pluie|vibration après pluie|Engine Runs Rough After Rain,P0300,متوسط,فحص وإصلاح Engine Runs Rough After Rain — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
183,moteur,engine,Engine Runs Rough After Rain,el moteur mashi mlih ba3d el matar|rdua ba3d el matar,المحرك لا يعمل جيداً بعد المطر|اهتزاز بعد المطر,moteur irrégulier après pluie|vibration après pluie|Engine Runs Rough After Rain,P0300,متوسط,فحص وإصلاح Engine Runs Rough After Rain — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
184,moteur,engine,Engine Runs Rough After Rain,el moteur mashi mlih ba3d el matar|rdua ba3d el matar,المحرك لا يعمل جيداً بعد المطر|اهتزاز بعد المطر,moteur irrégulier après pluie|vibration après pluie|Engine Runs Rough After Rain,P0300,متوسط,فحص وإصلاح Engine Runs Rough After Rain — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
185,moteur,engine,Engine Runs Rough After Rain,el moteur mashi mlih ba3d el matar|rdua ba3d el matar,المحرك لا يعمل جيداً بعد المطر|اهتزاز بعد المطر,moteur irrégulier après pluie|vibration après pluie|Engine Runs Rough After Rain,P0300,متوسط,فحص وإصلاح Engine Runs Rough After Rain — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
186,moteur,engine,Engine Runs Rough After Rain,el moteur mashi mlih ba3d el matar|rdua ba3d el matar,المحرك لا يعمل جيداً بعد المطر|اهتزاز بعد المطر,moteur irrégulier après pluie|vibration après pluie|Engine Runs Rough After Rain,P0300,متوسط,فحص وإصلاح Engine Runs Rough After Rain — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
187,moteur,engine,Engine Runs Rough After Rain,el moteur mashi mlih ba3d el matar|rdua ba3d el matar,المحرك لا يعمل جيداً بعد المطر|اهتزاز بعد المطر,moteur irrégulier après pluie|vibration après pluie|Engine Runs Rough After Rain,P0300,متوسط,فحص وإصلاح Engine Runs Rough After Rain — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
